LOC:Id;LOC:Latitude;LOC:Longitude
0;46.42895910089672;11.69501436993644
1;46.39306803994184;11.79966541195878
2;46.28583945210038;11.46457011172124
3;46.12657227184545;11.25197968539958
4;46.07192313475388;11.2355336310515
5;46.35474;11.492738
6;46.04093342207616;11.12254142761231
7;46.02759;11.04461
8;46.28242112351411;11.52382518929917
9;46.46179584266813;11.78428310124411
10;46.129722;11.243889
11;46.176205;11.212296
12;46.140278;11.256389
13;46.181111;11.263333
14;46.134444;11.249167
15;46.137857;11.256437
16;46.141667;11.218056
18;46.0610376356;11.2408912181854
19;46.0656680136228;11.6557645797729
20;46.03849;11.058583
22;46.069568;11.115417
23;46.038445;11.058484
24;46.023118;11.03803
25;46.046459;11.171936
26;46.020449;11.041817
27;46.038982;11.05688
29;46.223611;11.264444
31;46.161111;11.301944
32;46.196;11.207999
33;46.108056;11.239444
34;46.140599;11.22129
35;46.1243633;11.1806773
36;46.1425;11.193056
37;46.175833;11.166667
38;46.160278;11.186389
39;46.135556;11.245833
40;46.13089;11.20333
41;46.175556;11.223056
42;46.159722;11.299167
43;46.160278;11.160278
44;46.160278;11.294444
45;46.0886;11.1822
46;46.217778;11.3275
47;46.1662;11.3542
48;46.11487;11.2258
49;46.2352;11.2513
50;46.126111;11.253889
51;46.175556;11.166667
52;46.196944;11.205278
53;46.207778;11.265833
54;46.153711;11.278925
55;46.134167;11.249167
56;46.18175;11.269611
57;46.180833;11.263611
58;46.142994;11.222609
59;46.125278;11.253889
60;46.165;11.300278
61;46.237503;11.267382
62;46.179277;11.32375
63;46.12397;11.178523
64;46.134444;11.261389
65;46.214783;11.192523
66;46.229167;11.297778
67;46.041443;11.059602
69;46.0800479974203;11.2791180610657
70;46.0571811723065;11.2373399734497
71;46.3145499;11.59859
72;46.2899160796197;11.4773225784302
73;46.3283575936004;11.6015410423279
74;46.2854083468179;11.4654350280762
75;46.2507724396429;11.5033292770386
76;46.26215;11.480902
77;46.2903534878932;11.4601349830627
78;46.3093514280608;11.6400146484375
79;46.2921357;11.4407586
80;46.3111901;11.6588808
81;46.0045932557448;11.2592697143555
82;46.0904956970005;11.5986442565918
83;46.0048615363479;11.2602138519287
84;46.0282565610645;11.2328338623047
85;46.0676480888854;11.6337060928345
86;46.0065755206029;11.2474679946899
87;46.005;11.2615
88;46.1140627241198;11.6182136535645
89;46.0024389;11.254469
90;46.0371649293121;11.2363958358765
91;46.0080808021035;11.2860488891602
92;46.041953701001;11.6472887992859
93;46.0034605010773;11.2566947937012
94;46.0730371069234;11.455864906311
95;46.0071269651149;11.2461805343628
96;46.0044449;11.2874144
97;46.0023724385711;11.255042552948
98;46.349564086059;11.5481328964233
99;46.3360248787215;11.701340675354
100;46.2880329600445;11.3273549079895
101;46.2631172;11.3381855
102;46.3238752528079;11.7449855804443
103;46.2646294288033;11.4804553985596
104;46.2985894558939;11.8045091629028
105;46.3289428638825;11.7046022415161
106;46.2602828059463;11.5990304946899
107;46.3386026229791;11.8013763427734
108;46.3524818348526;11.4842534065247
109;46.3127456057221;11.6890454292297
110;46.3537110935444;11.4651560783386
111;46.3471053544758;11.5595483779907
112;46.2420024501933;11.5040373802185
113;46.2602234640007;11.5980434417725
114;46.3199927302501;11.3213896751404
115;46.293059410579;11.7783737182617
116;46.3430763503906;11.436939239502
117;46.3473423454688;11.4312744140625
118;46.3558437177257;11.4958190917969
119;46.3616931970851;11.5437984466553
120;46.3006352828755;11.79283618927
121;46.3133829169193;11.8148946762085
122;46.3722206819016;11.5334987640381
123;46.1743775329804;11.4402437210083
124;46.3405136307985;11.5790319442749
125;46.3377730173987;11.5498924255371
126;46.2648667771252;11.4296436309814
127;46.3218302943519;11.7961835861206
128;46.3217413813807;11.6969203948975
129;46.3433726108052;11.7014694213867
130;46.2013691740937;11.3793253898621
131;46.3436096179811;11.5401935577393
132;46.3581835846143;11.5407514572144
133;46.3510155744718;11.5467596054077
134;46.3120934656518;11.7751979827881
135;46.3616487730195;11.5586042404175
136;46.281834518719;11.7666792869568
137;46.2937266038456;11.360034942627
138;46.3708585899875;11.4756488800049
139;46.3481125591;11.5451717376709
140;46.2796841778629;11.6485548019409
141;46.3414024488875;11.7904329299927
142;46.2960839549565;11.7770648002625
143;46.3129009;11.6876786
144;46.31341;11.66114
145;46.3284983553794;11.6022062301636
146;46.282694631431;11.5230059623718
147;46.3129679244245;11.6877365112305
148;46.3422171861093;11.5408802032471
149;46.3129086395255;11.6880798339844
150;46.3421727462103;11.5407729148865
151;46.2860533905371;11.5633249282837
152;46.2920956726219;11.4914846420288
153;46.3074061;11.699201
154;46.2855714620391;11.4644479751587
155;46.2904053835582;11.4334845542908
156;46.313368095813;11.6611504554749
157;46.31129;11.6036
158;46.2826649725967;11.5230059623718
159;46.3039558827736;11.5939664840698
160;46.2852897172611;11.4389777183533
161;46.3293132848756;11.6018414497375
162;46.466667;11.616667
163;46.431975;11.720761
164;46.480317;11.804018
169;46.476927;11.770382
172;46.475608;11.738271
175;46.5;11.75
179;46.483333;11.816667
183;46.270919;11.412131
184;46.487834;11.814048
186;46.43;11.85
188;46.4535;11.889
189;46.357265;11.870814
190;46.37873;11.78675
191;46.367804;11.686058
192;46.395467;11.667034
193;46.636111;12.378056
194;46.43003;11.693308
195;46.429988;11.690145
196;45.891722;10.951621
197;46.476481;11.769275
198;46.290095;11.464759
201;45.877824;10.890852
202;45.870781;10.876128
203;45.580603;10.620531
204;46.284602;11.550226
205;46.284588;11.550258
206;46.282437;11.543417
207;46.351856;10.693031
208;46.087643;10.724535
209;45.935893;10.631729
210;46.154508;10.757632
211;46.15751;10.769691
212;46.186961;10.785141
213;46.227709;10.827885
214;46.080942;10.654223
215;46.060248;10.680213
216;46.276852;11.078885
217;46.326027;11.098261
218;46.321677;11.095507
219;46.42;11.0544
220;46.033359;11.392377
221;45.985193;10.676141
223;46.074869;10.891684
224;46.076704;10.909271
225;46.114449;11.313386
226;46.185634;11.257557
227;45.963949;10.658326
228;46.020867;10.706902
229;46.47737;11.743148
230;46.217332;11.32531
231;46.01045;11.26947
232;45.878832;11.151102
233;46.053176;10.517027
234;45.947879;10.603561
235;45.989627;10.532112
236;45.946934;10.620706
237;46.035303;10.511738
238;46.099935;11.055784
239;46.066561;10.984182
240;46.072687;10.999825
241;46.299766;10.703156
242;46.309048;10.941991
243;46.259945;10.941525
244;46.320434;11.013756
249;45.929544;10.826523
250;45.928578;10.884498
251;45.866849;10.833694
252;45.883954;10.825863
253;45.87728;10.861549
254;45.877196;10.752265
255;45.863626;10.738964
256;45.922393;10.883782
257;45.922505;10.883288
261;46.287518;11.567037
262;46.282485;11.436734
263;46.292136;11.440759
264;46.312354;11.507243
265;46.118722;10.752577
268;46.01423;11.29662
271;46.098235;11.179211
273;46.088489;11.180418
275;46.006574;11.19987
277;45.970918;11.241315
278;45.992755;11.218966
280;46.154154;11.279441
281;46.00328;11.244401
283;46.001582;11.3682
284;46.088586;11.681461
285;46.018163;11.580997
286;46.052671;11.470119
287;46.061008;11.524444
288;46.050078;11.47198
289;46.043614;11.552757
290;46.061056;11.499225
292;46.176969;11.070578
295;46.16393;11.003496
296;46.177847;11.069537
297;46.162976;11.002626
299;46.204246;11.041205
301;46.166111;11.005167
302;46.140743;10.962853
303;46.201821;11.010189
305;46.14263;10.9662
306;46.139223;10.96674
307;46.219516;11.049804
308;46.175335;11.06854
311;45.82;10.956278
312;45.782599;11.117252
315;45.857583;11.029451
316;45.921435;11.036778
319;45.89166;10.952569
320;45.888504;11.030164
321;45.878177;11.142817
322;45.782671;11.117401
323;45.85068;11.100087
324;45.993104;10.975435
326;46.046259;10.948235
327;46.045721;10.982424
328;46.02524;10.983005
329;46.406199;11.102523
333;46.274682;11.048146
335;46.420648;11.147291
337;46.427738;10.930968
338;46.418597;11.201892
339;46.082519;10.55563
340;46.012939;10.668926
341;46.002033;10.841939
342;46.117443;10.594961
343;46.169179;10.646035
344;46.045522;10.686164
345;45.913296;10.562375
346;45.960726;10.649987
347;46.226933;10.827688
348;46.145797;10.703645
349;45.804646;10.52807
350;46.105256;10.813808
351;46.04211;10.878224
352;46.041114;10.734401
353;45.955105;10.583677
354;45.804699;10.528368
355;46.237382;10.892662
356;46.219444;10.664167
357;46.257865;10.899296
358;46.272264;10.82234
359;46.06306;10.94155
360;45.895286;10.55366
361;46.159672;10.818698
362;46.061913;10.917476
363;45.966177;10.809131
364;46.020257;10.853877
365;46.052676;10.853631
366;45.979516;10.881095
367;46.080634;10.927467
368;46.228176;10.856122
369;46.074051;10.815339
370;46.222989;10.730008
371;46.111147;10.644115
372;46.167201;10.786141
373;45.978406;10.62704
374;46.164437;10.693058
375;46.174364;10.744378
376;46.079612;10.759731
377;46.119529;10.759798
378;45.914611;10.602321
379;46.055186;10.847299
380;46.039529;10.841257
381;46.052773;10.901034
382;46.062245;10.712245
384;46.022646;10.820024
385;46.00375;10.842347
386;46.1294;10.756779
388;45.843502;10.128096
389;46.03159;10.72308
390;45.969675;10.661059
391;46.23746;11.267489
392;46.207577;11.231675
393;46.216447;11.21461
394;46.189832;11.251035
395;45.968142;11.232203
396;45.917861;10.885576
397;45.922152;10.879024
398;45.956299;11.151351
399;45.818725;10.955968
400;46.43105;11.107007
403;46.366718;11.03791
404;46.369168;11.012303
405;46.367542;11.029517
406;46.422505;11.079412
407;46.501487;11.037954
408;46.041393;10.88367
409;46.013249;10.868919
410;46.281182;10.857539
411;46.166667;11.066667
412;46.157222;10.871111
413;45.965391;10.811459
414;45.920245;11.187237
415;45.906076;11.186115
418;45.939413;11.274574
419;46.01881;11.325724
420;46.01491;11.277143
421;45.963292;11.351409
422;46.21441;11.12035
423;46.2919918844458;11.4919888973236
424;46.3135014856256;11.6001677513123
425;46.175821;10.706863
426;46.170236;10.714492
427;46.170654;10.748593
428;45.879187;10.884442
429;45.995648;11.217981
430;46.176584;11.051985
